user,text,date,location,fav_count,re_count,no_followers,hashtags
bneintellinews,"#Tajikistan: #COVID19 crisis escalates, forcing government to drop denials. #China has delivered 300,000 doses of… https://t.co/dqnv1SjDE5",2021-06-24 22:25:16,London,0,1,6289,"['Tajikistan', 'COVID19', 'China']"
adriandix,"Throughout the COVID-19 pandemic, our shared focus has been to do our part. For anyone who has not yet had your fir… https://t.co/YuljmpNij2",2021-06-24 22:25:12,Vancouver BC,24,8,53253,[]
fairfaxhealth,"""The vaccine will help us stop the spread and end the pandemic."" –Yoseph
➡️ Find a COVID-19 vaccine:… https://t.co/ZsCIDkXTa2",2021-06-24 22:25:04,"Fairfax County, Virginia",2,0,12796,[]
AnthonyJClark,The sad irony: even if you’re among the very small percentage who have severe reactions to the vaccine—ones requiri… https://t.co/IHdWKtAPRi,2021-06-24 22:23:58,DC evirons,5,2,2971,[]
elpasotimes,Local officials say the spotlight of Harris' visit should be on how to help the regional economy recover from the p… https://t.co/oAeGpqMfhG,2021-06-24 22:19:32,"El Paso, Texas, USA",9,1,136724,[]
LLavandedusud,"@Christie_D22 We had a zoom meeting about COVID-19 pandemic rules &amp; etiquettes
before returning to workplace:
- COV… https://t.co/C6WBDwk2jz",2021-06-24 22:18:29,"Houston, TX",2,0,1779,[]
Kate3015,Nepal: Covid-19 Pandemic Fueling Child Labor https://t.co/wo6pzBzwJ5 Whilst people here are bleating on about vacci… https://t.co/c55udG8S3V,2021-06-24 22:16:36,"NSW, Australia 🇦🇺 & UK 🇬🇧",2,2,7180,[]
jackiekashian,Shocking no one. https://t.co/odgweB5HXF Nearly all COVID-19 deaths in the U.S. now are in people who weren’t vacci… https://t.co/rZ8AUsJQ4o,2021-06-24 22:13:41,Los Angeles via 53172,42,14,34339,[]
zachvat,"Nature knows what it’s doing.

“Nearly all #COVID deaths in US are now among unvaccinated” #vaccine #COVID19

https://t.co/nH2GGsqXEg",2021-06-24 22:12:36,,0,0,653,"['COVID', 'vaccine', 'COVID19']"
Hobbes70136591,@KamalaHarris I got the h1n1 vaccine during that pandemic but I won't get the covid vaccine simply because it feels forced.,2021-06-24 22:11:46,,0,0,0,[]
ninetonoon,"""We're just kind of hanging on to get the vaccine. One day we'll have to accept there's Covid in NZ, but what we ha… https://t.co/kkIBNvdk1a",2021-06-24 22:09:04,"Wellington, NZ",6,1,15585,[]
JoannaTeglund,"@amibanerjee1 COVID vaccines don’t provide sterilizing immunity. They reduce risk for severe illness/transmission,… https://t.co/XkLJKB6udU",2021-06-24 22:07:36,"Stockholm,  Warszawa",1,1,5922,[]
mydfi_nab,"Younger US Adults Less Likely to Receive COVID-19 Vaccine, CDC Study Reveals https://t.co/6iDDTNdUOX",2021-06-24 22:03:00,,0,1,697,[]
latikambourke,"More data, this time from the States, showing the vaccines working to stop Covid deaths (ie. working). 

'...deaths… https://t.co/3tJgZwG7j6",2021-06-24 22:02:08,"London, England",44,6,117064,[]
Japan_Prof_John,"@Mvmt4PParty_NH @KamalaHarris Sure it is. I'm all for a single-payer system and it sucks that we don't have one, bu… https://t.co/eu2TpXOESa",2021-06-24 22:01:48,"Arkansas, USA",0,0,426,[]
Sister_District,"70% of adults in VA have received at least one dose of the COVID-19 vaccine! 🎉

We're sitting down with Delegate… https://t.co/FGzGL8uu4j",2021-06-24 22:00:48,"San Francisco, CA",7,4,27277,[]
miguel78910,"Novavax, una interesante alternativa.

The mRNA Vaccines Are Extraordinary, but Novavax Is Even Better.

Persistent… https://t.co/irsMOnI7Au",2021-06-24 21:56:00,Rep Dominicana,3,0,1813,[]
patskaggs5,How can a vaccine stop the pandemic when the CDC says we are still learning if vaccinated people can still spread C… https://t.co/rA8gDDh9SK,2021-06-24 21:47:07,,1,0,1699,[]
HausOfFerosh,@MulaudziTsi @SSabeloNtanjana @CoruscaKhaya @TimesLIVE SA allocated billions of tax payers monies 2 help wit the co… https://t.co/bj03Nb9Q1s,2021-06-24 21:46:04,South Africa. ,0,0,276,[]
agarwal_misty,LIVE: Milwaukee city &amp; county leaders are giving an update on the COVID-19 pandemic &amp; vaccine dis... - WISN 12 News https://t.co/cAT4MHBTm6,2021-06-24 21:45:05,Shimla,0,0,34,[]
NBCUAcademy,"""The pain of New Yorkers weighed on me... You couldn’t sleep at night knowing so many people [had] no one to turn t… https://t.co/GxWZvqTfCz",2021-06-24 21:45:00,"New York, New York",1,0,267957,[]
ChaniceEkenkow,Hospital CEO blames unvaccinated people and Delta variant for six-fold increase in Covid-19 cases  https://t.co/QCIsNkgwYv,2021-06-24 21:39:58,"Toronto, Ontario",0,0,25,[]
WakeGOV,The pandemic is not over until we do our part. To receive the vaccine is to honor the hundreds of people hospitaliz… https://t.co/cqyp5E8YUU,2021-06-24 21:34:27,"Raleigh, NC",25,4,71343,[]
AleOvalle__,"#ad
The pandemic left consequences on everyone and we still have not been able to say goodbye to COVID-19 completel… https://t.co/ZrI32wxxsj",2021-06-24 21:34:05,"Philadelphia, PA",1,1,192,['ad']
Phollis8,"@CNN Pandemic = covid roulette or vaccine, no other alternatives.",2021-06-24 21:30:54,where my feet go,0,0,1303,[]
PhilippineStar,"A health group on Thursday denounced the government's ""persistent use of fear"" in responding to the pandemic, after… https://t.co/Alqxze8XYU",2021-06-24 21:30:00,Philippines,7,0,974764,[]
yoli_martinez,"'CDC Director Dr. Rochelle Walensky said on Tuesday that the vaccine is so effective that “nearly every death, espe… https://t.co/JV653rURNy",2021-06-24 21:26:10,San Francisco,1,0,1903,[]
MedicalLabMLO,"#CDC #vaccine #committee #discusses likely #side #effect from some #COVID-19 #vaccines
https://t.co/3pCIrSUcbG… https://t.co/qu9K6R9TYb",2021-06-24 21:18:00,"Sarasota, Florida",1,0,16995,"['CDC', 'vaccine', 'committee', 'discusses', 'side', 'effect', 'COVID', 'vaccines']"
mi6rogue,The effect of Health Literacy on COVID-19 Vaccine Hesitancy: The Moderating Role of Stress: Abstract Background The… https://t.co/JDqpIOSZ2S,2021-06-24 21:15:03,,2,2,49990,[]
nezua,"CDC Director Dr. Rochelle Walensky said on Tuesday that the vaccine is so effective that “nearly every death, espec… https://t.co/kG9m222sMI",2021-06-24 21:08:27,,0,0,1726,[]
tmj4,"“For people who are not vaccinated, they now enter the most dangerous phase of the pandemic,” said Mayo Clinic vacc… https://t.co/w2gVEH0ntM",2021-06-24 21:04:48,Milwaukee,2,1,71838,[]
mxolisi_ngqase,@SputnikInt @WHO Africa didn't follow the PANDEMIC drill. Even today all those who took other vaccines were not rec… https://t.co/wmHGikaCQf,2021-06-24 21:03:41,,0,0,27,[]
dawnbazely,"Great read about yet another amazing achievement in 💉science research since the #SARSCoV2 pandemic emerged:

Fancy… https://t.co/z8Lbv9AkC7",2021-06-24 21:00:17,Toronto,2,1,10174,['SARSCoV2']
FAMU_1887,#FAMUNews: Two leaders of FAMU's COVID-19 pandemic response addressed a White House workshop held as part of an eff… https://t.co/s3ly4d7flC,2021-06-24 20:57:47,"ÜT: 30.430099,-84.29503",24,8,49461,['FAMUNews']
RealitySeeker3,"Afraid of the pandemic?
In 1 year only 20 million plus child killed in abortions 
They don't need to use vaccine to… https://t.co/i3vQO7tZMO",2021-06-24 20:44:06,,1,0,2,[]
EoinHiggins_,"I'd love to talk to people who are medically unable to get the vaccine but want it, or family members of people who… https://t.co/4uLOf0lWOi",2021-06-24 20:39:51,,37,7,61656,[]
StanWil44579968,@winter_net @BogochIsaac How many articles do you want? https://t.co/F4sns22VkD It’s amazing how self assured North… https://t.co/7tjNqQAGX8,2021-06-24 20:34:00,,0,0,97,[]
mattizqui,A reminder that the pandemic doesn't end until all of us our safe. Not only do we have a moral responsibility to he… https://t.co/foVYoOgyPa,2021-06-24 20:32:11,"Milton, Ontario",0,0,1228,[]
quixxdraw,“…the President's leadership has gotten the pandemic under control and played a huge role in helping get [NC] back… https://t.co/aQpE4K05fj,2021-06-24 20:29:06,North Carolina,1,0,1070,[]
HealthCareRenew,"@darrell_archer @BBCSteveR There is lots of information about Russian pandemic disinformation out there, so for a s… https://t.co/mauX06SeUG",2021-06-24 20:27:20,,0,0,1851,[]
seanholeary1,Nearly all COVID-19 deaths in the U.S. now are in people who weren’t vaccinated . . . an indication that deaths per… https://t.co/VbZyeKdmfg,2021-06-24 20:26:54,"Indianola, WA",2,0,770,[]
motherbuckner,"CDC Director Dr. Rochelle Walensky said on Tuesday that the vaccine is so effective that “nearly every death, espec… https://t.co/Hz3bmB0Cb7",2021-06-24 20:26:46,,0,0,31,[]
globeandmail,Why have vaccinations in the United States stalled? And do we understand the full extent of the global state of the… https://t.co/SWFb9rYg9o,2021-06-24 20:25:26,Canada,52,17,1884853,[]
SuskuLondon,"Dr. Robert Malone is the inventor of mRNA #Vaccine technology
Mr. Steve Kirsch is a serial entrepreneur who has bee… https://t.co/HWzLtIdVqu",2021-06-24 20:23:09,London,8,2,5027,['Vaccine']
Covid19WarRoom,"""Nearly all COVID-19 deaths in the U.S. now are in people who weren’t vaccinated, a staggering demonstration of how… https://t.co/9Fv4KZDfF2",2021-06-24 20:22:44,United States,5,1,3585,[]
FunkyFishTrades,"$TNXP COMMERCIAL SCALE VACCINE MANUFACTURING FACILITY ADVANCES IN THE BITTERROOT
“One of the things that the COVID-… https://t.co/JurXPmuQRa",2021-06-24 20:22:38,,2,0,164,[]
Harekrishna9001,"@gautam_adani @AdaniPriti No Wearing MASK !!😀😂🤣
No Social DISTANCING !!😀😂
No More CORONAVIRUS !!😀
No More LOCKDOWN… https://t.co/5eIzmbmtat",2021-06-24 20:20:49,JETPUR,0,0,221,[]
AndrewCVictor,"Since the pandemic started, customers have been asked screening questions before entering businesses or health care… https://t.co/cYjgBPj3Vu",2021-06-24 20:15:03,Cheam First Nation,0,0,193,[]
sovereignmonkey,"@ladyTbarber1 ""Covid pandemic over in Britain, say experts"" 
""Vaccine rollout has led to drop in symptomatic infect… https://t.co/G2NPffHh51",2021-06-24 20:14:40,Juenoea BL-P e5-2417,1,1,1881,[]
PashaBorjkhani,"Meanwhile, In the 2021-22 budget bill, Rouhani's government did not consider purchasing the Covid-19 vaccine, accor… https://t.co/dloQnRW2LZ",2021-06-24 20:12:04,France ,2,2,418,[]
AlbanyMed,Four patients are receiving treatment for Covid-19 at Albany Medical Center Hospital as the number of Capital Regio… https://t.co/KsHqMqSlth,2021-06-24 20:11:19,"Albany, NY",3,2,6706,[]
trevormundel,"➝ Wolbachia-infected mosquitoes to prevent Dengue.
➝ Progress on a malaria vaccine.
➝ Declaring Africa polio-free.… https://t.co/f0SUUr4Nak",2021-06-24 20:10:04,"Seattle, WA",7,0,14563,[]
Harekrishna9001,"@SonnalliSeygall No Wearing MASK !!😀😂🤣
No Social DISTANCING !!😀😂
No More CORONAVIRUS !!😀
No More LOCKDOWN !!😀😂
No M… https://t.co/U0W1Oq9G44",2021-06-24 20:09:25,JETPUR,0,0,221,[]
HealthCareRenew,"The bad fruit of pandemic denial ""the nation's highest rate of new COVID ..because of a surge largely in a politica… https://t.co/evdaO6SbZK",2021-06-24 20:09:17,,0,0,1851,[]
Squeaksthoughts,'experts say there is not yet enough evidence to say that the vaccine itself causes a change in menstruation' it co… https://t.co/JFtvhhbqKN,2021-06-24 20:08:59,Manchester,0,1,1022,[]
Harekrishna9001,"@AmyraDastur93 No Wearing MASK !!😀😂
No Social DISTANCING !!😀😂
No More CORONAVIRUS !!😀
No More LOCKDOWN !!😀😂
No More… https://t.co/cATjXQS1WC",2021-06-24 20:07:35,JETPUR,0,0,221,[]
CANY_1844,Organizations on the frontlines of public health need help + teamwork to get through this pandemic. We're proud to… https://t.co/diV27Jt2Og,2021-06-24 20:05:55,"Brooklyn, NY",1,0,8587,[]
Squeaksthoughts,'experts say there is not yet enough evidence to say that the vaccine itself causes a change in menstruation — it c… https://t.co/EGkXcEnPVo,2021-06-24 20:05:25,Manchester,0,0,1022,[]
Harekrishna9001,"@iamsrk No Wearing MASK !!😀😂🤣
No Social DISTANCING !!😀😂
No More CORONAVIRUS !!😀
No More LOCKDOWN !!😀😂
No More SANIT… https://t.co/ApMHAvg0Dv",2021-06-24 20:04:22,JETPUR,0,0,221,[]
DemareGerry,@NeilJakubowski Sure the Covid deaths count. But we aren’t in a pandemic. Any other vaccine rollout stopped with a… https://t.co/kBLm0lkgqI,2021-06-24 20:03:42,"Manitoba, Canada",0,0,1182,[]
vyasa1968,"@Shubham90881116 @BhavikaKapoor5 On pandemic, we have far better stats than developed world. Covid hasnt spared any… https://t.co/a7n28RpxNZ",2021-06-24 20:02:03,Bharat,0,0,53,[]
SkipKraiss,"""He was a very bright guy,” his sister said. “I wish he’d gotten the vaccine, and I’m sad he didn’t understand how… https://t.co/dUBIXsPksU",2021-06-24 20:01:07,"Wisconsin, USA",0,0,214,[]
CityofSurrey,"Thanks to so many #SurreyBC residents getting their #Covid19 vaccine, we are closer to putting the pandemic behind… https://t.co/QVygY0Ashk",2021-06-24 20:00:00,"Surrey, BC",0,0,28978,"['SurreyBC', 'Covid19']"
DrugStoreNews,"Lynne Fruth, president and chairman of @FruthPharmacy,  discusses the ways that the chain has served patients throu… https://t.co/aYp0SsfXjK",2021-06-24 19:50:03,"New York, NY",0,0,11867,[]
katy_cornish,"Let’s play another game of ‘why do I feel so crap today?’ Is it:

A: vaccine side-effects
B: awful hayfever
C: covi… https://t.co/EXLdzKQzdH",2021-06-24 19:49:15,"Durham, England",5,0,172,[]
CityofDeltaBC,"#DYK that #DeltaBC was one of the first Fraser Health communities to reach the 80% COVID-19 immunization mark? 

Le… https://t.co/XOrAT4NyLj",2021-06-24 19:49:05,"Delta, British Columbia",7,0,6144,"['DYK', 'DeltaBC']"
ma_macneil,Feeling incredibly lucky today to have my 2nd Covid-19 vaccine dose. Thanks to @AstraZeneca and @moderna_tx for you… https://t.co/iLgTejyO9W,2021-06-24 19:46:10,"Dalhousie University, Halifax",11,1,1216,[]
MichaelLeeBC,Please get your COVID vaccine - for yourselves and for the most vulnerable in our communities. I took my mom (a ret… https://t.co/yF9DZiRBE1,2021-06-24 19:45:32,Vancouver-Langara,22,5,2439,[]
ChadBown,"Interesting interview by @JSully27 of Karen Flynn of Catalent, a company that has been SUPER busy in multiple COVID… https://t.co/Z0MpvpEEYN",2021-06-24 19:42:15,"Washington, DC",0,0,52436,[]
kharala786,"@SaudiMOH The steps taken by the Saudi Government during the Corona Pandemic (COVID-19) are commendable, and the Sa… https://t.co/GeLRAq4njY",2021-06-24 19:40:55,Kingdom of Saudi Arabia,0,0,65,[]
pnortonvw,@POTUS I work in grocery. I have worked every shift since the beginning of the covid pandemic. Never called in sick… https://t.co/p2az0r7CpW,2021-06-24 19:30:22,"Coos Bay, OR",20,2,1,[]
CDCgov,"#COVID19 vaccines are effective at keeping you from getting COVID-19. If you are fully vaccinated, you can resume a… https://t.co/V1QWz1nLVp",2021-06-24 19:30:09,"Atlanta, GA",200,93,3983295,['COVID19']
brianlustig,@SenRonJohnson @VP @POTUS You are the same dude who refused to admit COVID was real right? 1st step in solving a pr… https://t.co/KmN4skw8V8,2021-06-24 19:29:52,"38.93077,-77.21338;-1",1,2,849,[]
ConversationUK,"70% of the world’s population must be fully vaccinated to end the COVID-19 pandemic. 

As of June 21, 10.04% had be… https://t.co/rfLwQ0QfCu",2021-06-24 19:28:23,,19,20,142820,[]
YoungerGolf,"Official: Best tag team in the world…….Double dose of COVID-19 vaccine. 
Humble &amp; appreciative thanks to SW Public… https://t.co/lXe0ULryIC",2021-06-24 19:26:43,N 43°2' 0'' / W 80°54' 0'',14,0,7488,[]
NHPublicHealth,Did you know? 60.7% of New Haven residents (16+) have received their first COVID vaccine dose! We need to keep up t… https://t.co/CdqxYEXxrX,2021-06-24 19:23:13,"New Haven, CT",12,5,848,[]
BeccaFromTX,"&amp; yet anti-vaxxers will probably STILL refuse to get vaccinated. #SMH

Nearly all COVID-19 deaths in US now are peo… https://t.co/CJ8JHzh97o",2021-06-24 19:18:58,Texas,1,1,2593,['SMH']
joe_cressy,"Updated @TOPublicHealth vaccine data now online. 

75.9% of adults have received their 1st dose
34.9% of adults are… https://t.co/QJoAFB90Bf",2021-06-24 19:14:06,,32,10,28370,[]
Hephaestus7,COVID vaccine weekly: G7 donations unlikely to bring pandemic to an end by 2022 https://t.co/rHFRuerPTy,2021-06-24 19:14:01,Canada,0,0,14896,[]
CGTNOfficial,Almost all current U.S. COVID-19 deaths are people who aren’t vaccinated. According to an Associated Press analysis… https://t.co/N5y5CeXHDc,2021-06-24 19:13:24,"Beijing, China",18,7,13522775,[]
cgtnamerica,Almost all current U.S. COVID-19 deaths are people who aren’t vaccinated. According to an Associated Press analysis… https://t.co/d1PAhQlrvJ,2021-06-24 19:13:22,"Washington, DC",3,0,286643,[]
HalfArtistStuff,"@JustCur47869529 @njdotcom It looks like the chances of dying from covid with the vaccine is about 0.8% 

https://t.co/lLYh4jC5n4",2021-06-24 19:11:46,New Jersey,0,0,254,[]
AfricanElements,WHO to set up mRNA COVID vaccine hub in South Africa | Coronavirus pandemic News | Al Jazeera… https://t.co/1jLWMGjdN4,2021-06-24 19:09:35,"Chula Vista, CA",0,0,54,[]
chadgiron,"@rpatricknolan @colin_dunlap I don’t fear COVID. I’m vaccinated. If you’re not vaccinated (not accusing you, person… https://t.co/XbYSXGoFaT",2021-06-24 19:08:13,"Washington, DC",0,0,205,[]
WISN12News,LIVE: Milwaukee city &amp; county leaders are giving an update on the COVID-19 pandemic &amp; vaccine distribution:… https://t.co/DOSfZj96jr,2021-06-24 19:02:23,"Milwaukee, WI",1,0,97739,[]
TheUnityCouncil,"I got my COVID-19 vaccine because I want to protect my patients and my community.  The vaccine is free, safe, and e… https://t.co/hwGh3ogoPG",2021-06-24 19:01:35,"Oakland, CA",4,4,1219,[]
AU_SIS,"""[A]pproximately 70% of the world’s 7.9 billion people must be fully vaccinated to end the COVID-19 pandemic. As of… https://t.co/HBvfVNRK9c",2021-06-24 19:00:03,"Washington, DC",0,0,8966,[]
AscensionWisc,"Dr. Margaret Hennessy, Director of Pediatrics at Ascension All Saints Hospital in Racine, talks about the impact th… https://t.co/N8AJLmq6yc",2021-06-24 19:00:01,Wisconsin,5,0,2798,[]
MicrobesInfo,"Record #COVID-19 #coronavirus #vaccinations in #Ottawa, #Canada ... 

| #SARSCoV2 | #vaccine | #Immunization |… https://t.co/xMw9yYRqAN",2021-06-24 19:00:01,Earth,0,0,1339,"['COVID', 'coronavirus', 'vaccinations', 'Ottawa', 'Canada', 'SARSCoV2', 'vaccine', 'Immunization']"
OnYourRxSideCA,PBMs are supporting California’s #COVID19 vaccination efforts and ensuring #CApatients can safely and reliably acce… https://t.co/WBRlReSNO3,2021-06-24 19:00:00,California,0,0,1764,"['COVID19', 'CApatients']"
rhondakeyser,"THREAD: @SureWeCan survived the pandemic &amp; gave COVID relief, vaccine ed+access &amp; COMMUNITY for our 900+ canners wh… https://t.co/wpqx9cl4ii",2021-06-24 18:56:02,"NY, NY",5,5,236,[]
michaelconn_ny,"Is #Novavax Now the Best #COVID-19 Vaccine We Have? Via @TheAtlantic

https://t.co/6hHougFGb8 #vaccines #COVID19  #pandemic",2021-06-24 18:52:08,New York Metro/ Hudson Valley Region,1,0,1228,"['Novavax', 'COVID', 'vaccines', 'COVID19', 'pandemic']"
TechnoServe,"While the pandemic may finally feel more manageable in the US, where vaccine access is widely accessible, it contin… https://t.co/yD7099ZVjl",2021-06-24 18:45:48,Worldwide,1,0,11532,[]
4ed600cff5da438,"@JamaicaGleaner Quite a commendable gesture from a country that is struggling itself, to bring Covid under control.… https://t.co/cHzmCIsA0z",2021-06-24 18:45:34,,0,0,12,[]
MomNationOfLaws,https://t.co/UoZuY8j0uP All we are seeing right now regarding covid convinces me there is a huge evil story behind… https://t.co/R0cjoAw23e,2021-06-24 18:41:01,,1,1,608,[]
calebjester,"after going out almost daily on walks for the entire pandemic I catch covid 2 days before my first vaccine jab, the universe is cruel",2021-06-24 18:34:01,Pompey,1,0,39,[]
AlexanderDent6,"""Nearly all COVID-19 deaths in the U.S. now are in people who weren’t vaccinated, a staggering demonstration of how… https://t.co/ftmwDW3Y8s",2021-06-24 18:30:05,Indiana,2,1,1572,[]
dvglasgow,"“CDC Director Dr. Rochelle Walensky said on Tuesday that the vaccine is so effective that ‘nearly every death, espe… https://t.co/u47QXFgyjb",2021-06-24 18:29:32,USA via AUS,0,1,3183,[]
NormalityCrisis,"Why are English @Conservatives so different to Scottish ones?

""The Scottish Conservatives argued that excellent pr… https://t.co/FcwTexPOtK",2021-06-24 18:20:52,Europe ,1,1,514,[]
caroldecker,@VoodoosDad @YouTube Covid deaths now so low they don't show on a graph according to a top NHS professor today .It… https://t.co/2RErTCbHSG,2021-06-24 18:19:49,United Kingdom,0,0,49633,[]
oscarsoyyo,"""What a coronavirus outbreak 20,000 years ago tells us about today’s pandemic."" by BY CARL ZIMMER via NYT… https://t.co/4Zdbwpf2LZ",2021-06-24 18:18:15,,0,0,70,[]
AfroDiva,The @GovernmentZA is quick to blame citizens for not complying with Covid protocols yet ignore their blatant ineptn… https://t.co/kr0Vvfa8hY,2021-06-24 18:16:59,South Africa & USA,5,2,2270,[]
PhilstarNews,"#ICYMI: A health group on Thursday denounced the government's ""persistent use of fear"" in responding to the pandemi… https://t.co/mE3CsZR37L",2021-06-24 18:15:00,"Manila, Philippines",4,1,692687,['ICYMI']
MobileJBW,Did #Moderna engage in #bioterrorism by sending #covid vaccine “samples” to UNC weeks before the pandemic was annou… https://t.co/rXG1rCRuWg,2021-06-24 18:14:52,"Arizona, USA",0,0,96,"['Moderna', 'bioterrorism', 'covid']"
rhondakeyser,"@jaharvey711 @CoreyinNYC @SureWeCanNYC ThankU!
@SureWeCan survived the pandemic gave COVID relief, vaccine ed+acces… https://t.co/wwMQV41fZm",2021-06-24 18:13:32,"NY, NY",0,0,236,[]
mr_rashidi,"""What a coronavirus outbreak 20,000 years ago tells us about today’s pandemic."" by BY CARL ZIMMER via NYT… https://t.co/4gVnjYYXxP",2021-06-24 18:10:37,marbella. spain,0,0,84,[]
celocal,BROOKVILLE — The Jefferson County Jail Board discussed a few new changes made at the jail as the COVID-19 pandemic… https://t.co/RCiUlVnzVp,2021-06-24 18:10:01,"DuBois, PA",0,0,1069,[]
delapenaEsteba1,"""What a coronavirus outbreak 20,000 years ago tells us about today’s pandemic."" by BY CARL ZIMMER via NYT https://t.co/JNt6WPV26e",2021-06-24 18:08:50,,0,0,18,[]
ladyjacquelyne,"""What a coronavirus outbreak 20,000 years ago tells us about today’s pandemic."" by BY CARL ZIMMER via NYT… https://t.co/bWNexkkRwd",2021-06-24 18:07:33,"Jamaica, West Indies",0,0,106,[]
SeaMarCHC,Are you ready to get back to the people &amp; activities you love? Your vaccination brings us one day closer to ending… https://t.co/yhHkb6rOhl,2021-06-24 18:05:19,"Washington, USA",2,1,1208,[]
aphi,"""CDC Director Dr. Rochelle Walensky said on Tuesday that the vaccine is so effective that 'nearly every death, espe… https://t.co/gz6nsM6kcc",2021-06-24 18:04:08,Minneapolis,0,0,223,[]
tackettdc,"""Nearly all COVID-19 deaths in the US now are in people who weren’t vaccinated, a staggering demonstration of how e… https://t.co/WEeDM7mg5s",2021-06-24 18:02:39,"Washington, D.C.",3,2,28470,[]
HumboldtService,"As COVID-19 vaccine distribution increases, so does optimism. We take a look at the state of Main Street at the lat… https://t.co/tfy0iZr18T",2021-06-24 18:02:16,,1,0,628,[]
PostFromProtest,@mcrtjm @slug77_ian @RosebudLam @AllisonFarah1 @dickbreeze And if you can understand why a global pandemic needs a… https://t.co/zh34SPfcYb,2021-06-24 18:01:34,,0,0,92,[]
MyZAcoza,COVID vaccine weekly: G7 donations unlikely to bring pandemic to an end by 2022 https://t.co/tarmJyO09h,2021-06-24 18:00:44,South Africa,0,0,885,[]
jpcronk,"@activia513 @emilygraymd_mph @TracyBethHoeg @KrugAlli @ifihadastick @CDCgov Sacrifice? 8-12 expected cases of mild,… https://t.co/HZkJm0ICFr",2021-06-24 18:00:42,,1,0,430,[]
TheAutumnVaugh1,news said they were working on Covid vaccine yrs before pandemic hit globe. China’s government is refusing to relea… https://t.co/RbGb5Af8Xa,2021-06-24 17:59:46,,0,0,60,[]
matterpoetry,"for most of the country, the Pandemic is now optional.

for children and the immunocompromised, it is not.… https://t.co/MhQixJmiIq",2021-06-24 17:59:15,the moon,1,0,1063,[]
TelanganaToday,Telangana is all set to achieve the milestone of having administered Covid-19 vaccines to one crore individuals sin… https://t.co/1S25NsJx2V,2021-06-24 17:57:29,"Hyderabad, Telangana",7,0,215551,[]
drjeffreychung,"Latest from New York Times Science! ""What a coronavirus outbreak 20,000 years ago tells us about today’s pandemic.""https://t.co/aRMbJvJOLS",2021-06-24 17:56:05,"Laurel, MD",0,0,34,[]
calstate,"Vaccines are one of the most powerful tools we have to end this pandemic. And the faster we vaccinate, the more liv… https://t.co/wSe5KGvCtG",2021-06-24 17:55:26,"California, USA",21,12,24745,[]
1_mstin,"""What a coronavirus outbreak 20,000 years ago tells us about today’s pandemic."" by BY CARL ZIMMER via NYT New York… https://t.co/li5j6zWgrI",2021-06-24 17:55:07,KSA,0,0,33,[]
newsoneplace,(The Conversation):#COVID vaccine weekly: #G7 donations unlikely to bring pandemic to an end by 2022 : World leader… https://t.co/2wpGLAuATt,2021-06-24 17:50:41,,0,0,790,"['COVID', 'G7']"
The12fthOfNever,Bhutan’s prime minister has “has no problem” in mixing-and-matching Covid-19 vaccine doses to immunise a population… https://t.co/4wGZgAyTGa,2021-06-24 17:50:40,,4,2,2612,[]
holveck_brandon,"AP: CDC Director Dr. Rochelle Walensky said that the vaccine is so effective that “nearly every death, especially a… https://t.co/4THPoXxvQT",2021-06-24 17:46:25,,3,1,1000,[]
hamersharp,"""What a coronavirus outbreak 20,000 years ago tells us about today’s pandemic."" by BY CARL ZIMMER via NYT https://t.co/kq9R2mVhJe",2021-06-24 17:44:42,Mexico D.F.,0,0,50,[]
nlptrainingja,"""What a coronavirus outbreak 20,000 years ago tells us about today’s pandemic."" by BY CARL ZIMMER via NYT New York… https://t.co/LMVpsQIOAG",2021-06-24 17:43:48,Jamaica,0,0,24,[]
HagoRedesMLM,"""What a coronavirus outbreak 20,000 years ago tells us about today’s pandemic."" by BY CARL ZIMMER via NYT New York… https://t.co/T7khUN33uB",2021-06-24 17:42:18,"Huntsville, TX",0,0,5656,[]
JenniferDokes,"AP: CDC Director Dr. Rochelle Walensky said on Tuesday that the vaccine is so effective that “nearly every death, e… https://t.co/AP6qClOkpa",2021-06-24 17:40:47,Phoenix,1,1,984,[]
MilianPeiro,"""What a coronavirus outbreak 20,000 years ago tells us about today’s pandemic."" by BY CARL ZIMMER via NYT… https://t.co/h0kY1tHIEF",2021-06-24 17:39:51,"Barcelona, España",0,0,23,[]
Ventuckyspaz,Just weird this push to vaccinate every single person even if it's against their wishes or if they've already been… https://t.co/dMTlOrKdG9,2021-06-24 17:39:37,"Los Angeles, CA",2,0,8039,[]
CEXAlsobrooks,"In our #VaccineCanvassingStoriesPGC series, we are sharing stories from our vaccine canvassers, who conduct door-to… https://t.co/99pZ5omzBn",2021-06-24 17:39:01,"Prince George's County, MD",5,2,9993,['VaccineCanvassingStoriesPGC']
ajws,"LGBTQI+ people around the world have suffered disproportionately during the COVID-19 pandemic, and are at risk of b… https://t.co/zUy6TNgOSh",2021-06-24 17:38:27,,2,0,15803,[]
Sciencetecn,"""What a coronavirus outbreak 20,000 years ago tells us about today’s pandemic."" by BY CARL ZIMMER via NYT… https://t.co/Y2DFr5QFfQ",2021-06-24 17:31:47,United States,0,0,90,[]
two_journeys,"""What a coronavirus outbreak 20,000 years ago tells us about today’s pandemic."" via #NYT @nytimes New York Times… https://t.co/IewuSQe1bV",2021-06-24 17:31:34,"Elkton, MD",0,0,9831,['NYT']
